Frequency (Hz)	Level (dB)
18843.750000	-101.731094
18845.214844	-106.113953
18846.679688	-107.710838
18848.144531	-111.177376
18849.609375	-105.411201
18851.074219	-101.452644
18852.539062	-103.391762
18854.003906	-107.626869
18855.468750	-112.157562
18856.933594	-101.257347
18858.398438	-105.184731
18859.863281	-104.792358
18861.328125	-106.211296
18862.792969	-110.710892
18864.257812	-114.479340
18865.722656	-105.353966
18867.187500	-105.134354
18868.652344	-117.689583
18870.117188	-109.445160
18871.582031	-103.154587
18873.046875	-103.043175
18874.511719	-113.678230
18875.976562	-106.204391
18877.441406	-105.785904
18878.906250	-106.105522
18880.371094	-100.413506
18881.835938	-114.167358
18883.300781	-104.377899
18884.765625	-102.598404
18886.230469	-112.193428
18887.695312	-105.121124
18889.160156	-103.797203
18890.625000	-108.451683
18892.089844	-105.277390
18893.554688	-102.340645
18895.019531	-112.652237
18896.484375	-102.818024
18897.949219	-101.732880
18899.414062	-103.843567
18900.878906	-114.119308
18902.343750	-101.188583
18903.808594	-105.072830
18905.273438	-106.889038
18906.738281	-101.161797
18908.203125	-105.782822
18909.667969	-105.555870
18911.132812	-110.359451
18912.597656	-121.426117
18914.062500	-100.871994
18915.527344	-99.485565
18916.992188	-104.269440
18918.457031	-112.366074
18919.921875	-105.548088
18921.386719	-118.002777
18922.851562	-109.174995
18924.316406	-106.584801
18925.781250	-114.223259
18927.246094	-106.823044
18928.710938	-105.812134
18930.175781	-105.147064
18931.640625	-107.280243
18933.105469	-117.218468
18934.570312	-102.911583
18936.035156	-109.338402
18937.500000	-102.374687
18938.964844	-106.775902
18940.429688	-106.522972
18941.894531	-116.558342
18943.359375	-108.832130
18944.824219	-112.091362
18946.289062	-107.322861
18947.753906	-106.265289
18949.218750	-108.999016
18950.683594	-106.298431
18952.148438	-107.560310
18953.613281	-104.828255
18955.078125	-113.899338
18956.542969	-109.325783
18958.007812	-112.584328
18959.472656	-109.076942
18960.937500	-103.536713
18962.402344	-113.481743
18963.867188	-102.872589
18965.332031	-103.773323
18966.796875	-104.437714
18968.261719	-117.434868
18969.726562	-118.844643
18971.191406	-118.476295
18972.656250	-108.786919
18974.121094	-104.484184
18975.585938	-103.679710
18977.050781	-104.622475
18978.515625	-112.677345
18979.980469	-115.397041
18981.445312	-102.392242
18982.910156	-105.880424
18984.375000	-102.061836
18985.839844	-103.106056
18987.304688	-113.780846
18988.769531	-103.909546
18990.234375	-109.103691
18991.699219	-103.689995
18993.164062	-107.673515
18994.628906	-111.431534
18996.093750	-104.507568
18997.558594	-104.648308
18999.023438	-100.470535
19000.488281	-105.516487
19001.953125	-107.337875
19003.417969	-107.660660
19004.882812	-112.927841
19006.347656	-101.633247
19007.812500	-108.576134
19009.277344	-107.160973
19010.742188	-109.899437
19012.207031	-103.902779
19013.671875	-109.903954
19015.136719	-107.183502
19016.601562	-108.560234
19018.066406	-105.068291
19019.531250	-109.994446
19020.996094	-116.441711
19022.460938	-104.142311
19023.925781	-103.388977
19025.390625	-109.367027
19026.855469	-112.106995
19028.320312	-103.441566
19029.785156	-105.076645
19031.250000	-104.424042
19032.714844	-104.814156
19034.179688	-114.960167
19035.644531	-100.874016
19037.109375	-106.819527
19038.574219	-107.885201
19040.039062	-109.804039
19041.503906	-118.138855
19042.968750	-113.016266
19044.433594	-123.847717
19045.898438	-106.241486
19047.363281	-106.450584
19048.828125	-122.858017
19050.292969	-102.037941
19051.757812	-102.299301
19053.222656	-105.045609
19054.687500	-104.841309
19056.152344	-105.581657
19057.617188	-104.662109
19059.082031	-107.683159
19060.546875	-113.764877
19062.011719	-108.861458
19063.476562	-103.674713
19064.941406	-108.693504
19066.406250	-103.548424
19067.871094	-100.631714
19069.335938	-100.222252
19070.800781	-112.669128
19072.265625	-101.868103
19073.730469	-104.798973
19075.195312	-118.528618
19076.660156	-109.755249
19078.125000	-106.867683
19079.589844	-106.167320
19081.054688	-104.210220
19082.519531	-108.007210
19083.984375	-107.441246
19085.449219	-115.286728
19086.914062	-111.668465
19088.378906	-101.069061
19089.843750	-104.315903
19091.308594	-103.663376
19092.773438	-104.598145
19094.238281	-103.973595
19095.703125	-119.694107
19097.167969	-109.138611
19098.632812	-106.795807
19100.097656	-103.178658
19101.562500	-107.775780
19103.027344	-101.108475
19104.492188	-104.189255
19105.957031	-113.857140
19107.421875	-105.183441
19108.886719	-102.935089
19110.351562	-120.005737
19111.816406	-104.233727
19113.281250	-102.558907
19114.746094	-99.342293
19116.210938	-108.640022
19117.675781	-100.576996
19119.140625	-99.972404
19120.605469	-109.060860
19122.070312	-107.037682
19123.535156	-111.356750
19125.000000	-114.019371
19126.464844	-109.724686
19127.929688	-113.021812
19129.394531	-103.182137
19130.859375	-112.662865
19132.324219	-118.356178
19133.789062	-117.577263
19135.253906	-106.786194
19136.718750	-107.255173
19138.183594	-102.784767
19139.648438	-108.044250
19141.113281	-107.288055
19142.578125	-101.759193
19144.042969	-106.396782
19145.507812	-101.697479
19146.972656	-102.495056
19148.437500	-102.364220
19149.902344	-103.966446
19151.367188	-124.980179
19152.832031	-104.572418
19154.296875	-109.394478
19155.761719	-114.977341
19157.226562	-104.961929
19158.691406	-102.951538
19160.156250	-104.464432
19161.621094	-110.706337
19163.085938	-106.739029
19164.550781	-114.171028
19166.015625	-106.063095
19167.480469	-114.446793
19168.945312	-119.349075
19170.410156	-102.280357
19171.875000	-103.570656
19173.339844	-103.424347
19174.804688	-115.301041
19176.269531	-112.003036
19177.734375	-107.460869
19179.199219	-109.214241
19180.664062	-108.089142
19182.128906	-123.180405
19183.593750	-101.919014
19185.058594	-109.312828
19186.523438	-108.948853
19187.988281	-123.413162
19189.453125	-120.495850
19190.917969	-112.994560
19192.382812	-110.345718
19193.847656	-108.048553
19195.312500	-103.042702
19196.777344	-107.600395
19198.242188	-97.976746
19199.707031	-105.338058
19201.171875	-101.172737
19202.636719	-102.196732
19204.101562	-102.170380
19205.566406	-108.339531
19207.031250	-106.504601
19208.496094	-111.915924
19209.960938	-105.988052
19211.425781	-108.351593
19212.890625	-104.527199
19214.355469	-109.655914
19215.820312	-108.435066
19217.285156	-100.699570
19218.750000	-122.996788
19220.214844	-123.802620
19221.679688	-108.864304
19223.144531	-112.270432
19224.609375	-104.484314
19226.074219	-106.146004
19227.539062	-113.766754
19229.003906	-101.777695
19230.468750	-105.275711
19231.933594	-109.453651
19233.398438	-110.821335
19234.863281	-100.113731
19236.328125	-113.314461
19237.792969	-105.986732
19239.257812	-112.621994
19240.722656	-110.234131
19242.187500	-102.020760
19243.652344	-103.252563
19245.117188	-100.191200
19246.582031	-102.256355
19248.046875	-108.948563
19249.511719	-106.597282
19250.976562	-108.950310
19252.441406	-105.324577
19253.906250	-111.611092
19255.371094	-105.457214
19256.835938	-107.303185
19258.300781	-129.805344
19259.765625	-105.578323
19261.230469	-108.318062
19262.695312	-115.563156
19264.160156	-102.756821
19265.625000	-103.988594
19267.089844	-117.143120
19268.554688	-104.481331
19270.019531	-114.512131
19271.484375	-107.832619
19272.949219	-104.834839
19274.414062	-106.320633
19275.878906	-105.674309
19277.343750	-101.184044
19278.808594	-101.780678
19280.273438	-115.391418
19281.738281	-101.535324
19283.203125	-101.036835
19284.667969	-111.183784
19286.132812	-110.055115
19287.597656	-102.589668
19289.062500	-106.293671
19290.527344	-110.878922
19291.992188	-104.196190
19293.457031	-102.653297
19294.921875	-100.126808
19296.386719	-106.074181
19297.851562	-108.602699
19299.316406	-113.999367
19300.781250	-109.867538
19302.246094	-113.949173
19303.710938	-117.743217
19305.175781	-103.172325
19306.640625	-107.242523
19308.105469	-107.689362
19309.570312	-112.325172
19311.035156	-104.143845
19312.500000	-112.605988
19313.964844	-112.802139
19315.429688	-128.276779
19316.894531	-106.813995
19318.359375	-104.307549
19319.824219	-103.158440
19321.289062	-100.414673
19322.753906	-104.815300
19324.218750	-115.638069
19325.683594	-116.581657
19327.148438	-105.308800
19328.613281	-99.996185
19330.078125	-105.108376
19331.542969	-107.244400
19333.007812	-103.645386
19334.472656	-106.096390
19335.937500	-117.778458
19337.402344	-110.573647
19338.867188	-108.279907
19340.332031	-103.192993
19341.796875	-104.682304
19343.261719	-107.719780
19344.726562	-113.643784
19346.191406	-107.857948
19347.656250	-111.367256
19349.121094	-106.437782
19350.585938	-106.319099
19352.050781	-100.899391
19353.515625	-107.753403
19354.980469	-104.294365
19356.445312	-113.348038
19357.910156	-106.499054
19359.375000	-110.224686
19360.839844	-122.054909
19362.304688	-115.051231
19363.769531	-103.359543
19365.234375	-109.642624
19366.699219	-109.156479
19368.164062	-104.137955
19369.628906	-106.209435
19371.093750	-103.852379
19372.558594	-105.457848
19374.023438	-112.916351
19375.488281	-105.436707
19376.953125	-119.283798
19378.417969	-106.351562
19379.882812	-109.232620
19381.347656	-108.838562
19382.812500	-105.847221
19384.277344	-104.389252
19385.742188	-106.217781
19387.207031	-104.285339
19388.671875	-121.445549
19390.136719	-107.584793
19391.601562	-105.551781
19393.066406	-102.512985
19394.531250	-101.130348
19395.996094	-109.999451
19397.460938	-107.074913
19398.925781	-114.632355
19400.390625	-113.735222
19401.855469	-115.677055
19403.320312	-110.263893
19404.785156	-103.725815
19406.250000	-100.543518
19407.714844	-116.383957
19409.179688	-110.126892
19410.644531	-113.308517
19412.109375	-109.470474
19413.574219	-106.703545
19415.039062	-104.102478
19416.503906	-110.056328
19417.968750	-100.706779
19419.433594	-103.435097
19420.898438	-100.234932
19422.363281	-99.172035
19423.828125	-110.701454
19425.292969	-107.129677
19426.757812	-102.984505
19428.222656	-119.073456
19429.687500	-115.076698
19431.152344	-110.294746
19432.617188	-107.946686
19434.082031	-105.516426
19435.546875	-104.625000
19437.011719	-106.350266
19438.476562	-105.240326
19439.941406	-99.629501
19441.406250	-101.736313
19442.871094	-112.957497
19444.335938	-106.023521
19445.800781	-105.184448
19447.265625	-110.347290
19448.730469	-111.882713
19450.195312	-104.913712
19451.660156	-104.702957
19453.125000	-103.601509
19454.589844	-107.372215
19456.054688	-107.145149
19457.519531	-108.966179
19458.984375	-109.896164
19460.449219	-100.682602
19461.914062	-116.394501
19463.378906	-108.432831
19464.843750	-107.708427
19466.308594	-104.123207
19467.773438	-109.672859
19469.238281	-123.003807
19470.703125	-107.603920
19472.167969	-114.983727
19473.632812	-101.952057
19475.097656	-113.975899
19476.562500	-106.724098
19478.027344	-106.479134
19479.492188	-113.451881
19480.957031	-108.088402
19482.421875	-112.419792
19483.886719	-112.387093
19485.351562	-103.313759
19486.816406	-106.357178
19488.281250	-110.788818
19489.746094	-101.275352
19491.210938	-102.805977
19492.675781	-109.846298
19494.140625	-106.746429
19495.605469	-105.198158
19497.070312	-108.870384
19498.535156	-104.735001
19500.000000	-106.512512
19501.464844	-110.210182
19502.929688	-112.697464
19504.394531	-104.958557
19505.859375	-107.498512
19507.324219	-116.379333
19508.789062	-115.283600
19510.253906	-111.765121
19511.718750	-109.239990
19513.183594	-103.757149
19514.648438	-109.230728
19516.113281	-108.197212
19517.578125	-101.228043
19519.042969	-103.237785
19520.507812	-107.177681
19521.972656	-106.765190
19523.437500	-108.236816
19524.902344	-103.439453
19526.367188	-108.639664
19527.832031	-128.030441
19529.296875	-100.216148
19530.761719	-108.884102
19532.226562	-111.890671
19533.691406	-105.321030
19535.156250	-106.677071
19536.621094	-110.529099
19538.085938	-110.349319
19539.550781	-110.300751
19541.015625	-103.675735
19542.480469	-100.422577
19543.945312	-105.076088
19545.410156	-102.403984
19546.875000	-112.146194
19548.339844	-105.342628
19549.804688	-112.380600
19551.269531	-110.902092
19552.734375	-110.044624
19554.199219	-115.610268
19555.664062	-107.575539
19557.128906	-104.410233
19558.593750	-100.917625
19560.058594	-102.153931
19561.523438	-100.170242
19562.988281	-111.192940
19564.453125	-112.363029
19565.917969	-109.804588
19567.382812	-107.826958
19568.847656	-102.537422
19570.312500	-102.713394
19571.777344	-113.396515
19573.242188	-102.340019
19574.707031	-103.901443
19576.171875	-105.114555
19577.636719	-110.610313
19579.101562	-113.266182
19580.566406	-111.683296
19582.031250	-104.703766
19583.496094	-107.945740
19584.960938	-123.177513
19586.425781	-109.636673
19587.890625	-100.579056
19589.355469	-104.696671
19590.820312	-121.739105
19592.285156	-102.550682
19593.750000	-110.406395
19595.214844	-99.147964
19596.679688	-116.226204
19598.144531	-113.500748
19599.609375	-106.300453
19601.074219	-104.449333
19602.539062	-102.042694
19604.003906	-109.387604
19605.468750	-104.873512
19606.933594	-112.869919
19608.398438	-105.773560
19609.863281	-101.966560
19611.328125	-112.414093
19612.792969	-103.100990
19614.257812	-105.731453
19615.722656	-102.925537
19617.187500	-102.960587
19618.652344	-112.634926
19620.117188	-113.296379
19621.582031	-104.893379
19623.046875	-110.410561
19624.511719	-102.624985
19625.976562	-106.580719
19627.441406	-105.302231
19628.906250	-109.313179
19630.371094	-107.739967
19631.835938	-105.417236
19633.300781	-102.914177
19634.765625	-101.180389
19636.230469	-109.758423
19637.695312	-113.625580
19639.160156	-109.181633
19640.625000	-104.396370
19642.089844	-109.730011
19643.554688	-110.053062
19645.019531	-105.996658
19646.484375	-103.915604
19647.949219	-102.627701
19649.414062	-111.501114
19650.878906	-103.180588
19652.343750	-113.636932
19653.808594	-104.070595
19655.273438	-113.370811
19656.738281	-101.417702
19658.203125	-101.188843
19659.667969	-111.851456
19661.132812	-107.768227
19662.597656	-108.453156
19664.062500	-118.127678
19665.527344	-110.153778
19666.992188	-103.127190
19668.457031	-106.086472
19669.921875	-105.319748
19671.386719	-104.187286
19672.851562	-108.451820
19674.316406	-109.259819
19675.781250	-104.490036
19677.246094	-104.902382
19678.710938	-98.997993
19680.175781	-105.638908
19681.640625	-110.051147
19683.105469	-113.661270
19684.570312	-108.880692
19686.035156	-101.906471
19687.500000	-106.646629
19688.964844	-113.899414
19690.429688	-109.558273
19691.894531	-107.135582
19693.359375	-111.550011
19694.824219	-113.608810
19696.289062	-107.536865
19697.753906	-103.893661
19699.218750	-105.593918
19700.683594	-104.473335
19702.148438	-108.672668
19703.613281	-124.406448
19705.078125	-108.061958
19706.542969	-114.887794
19708.007812	-107.612640
19709.472656	-117.121078
19710.937500	-115.756287
19712.402344	-109.171265
19713.867188	-111.730927
19715.332031	-103.947166
19716.796875	-106.373322
19718.261719	-106.649544
19719.726562	-115.830589
19721.191406	-107.885910
19722.656250	-106.089325
19724.121094	-102.224617
19725.585938	-106.391685
19727.050781	-107.164162
19728.515625	-103.094437
19729.980469	-106.521240
19731.445312	-107.552834
19732.910156	-101.575203
19734.375000	-110.329956
19735.839844	-103.948776
19737.304688	-111.414879
19738.769531	-116.404846
19740.234375	-105.651314
19741.699219	-109.271141
19743.164062	-110.026222
19744.628906	-121.390800
19746.093750	-111.531891
19747.558594	-110.488487
19749.023438	-106.588318
19750.488281	-101.929390
19751.953125	-102.984810
19753.417969	-106.242897
19754.882812	-104.910896
19756.347656	-100.199867
19757.812500	-104.452995
19759.277344	-109.262291
19760.742188	-103.800102
19762.207031	-106.353676
19763.671875	-104.037071
19765.136719	-103.837059
19766.601562	-104.347672
19768.066406	-103.844452
19769.531250	-116.916039
19770.996094	-107.955055
19772.460938	-108.550690
19773.925781	-104.712677
19775.390625	-107.057564
19776.855469	-106.322983
19778.320312	-111.372978
19779.785156	-119.130402
19781.250000	-112.518082
19782.714844	-115.207222
19784.179688	-100.228767
19785.644531	-120.849419
19787.109375	-106.820488
19788.574219	-116.161079
19790.039062	-105.018684
19791.503906	-107.351479
19792.968750	-110.040588
19794.433594	-104.526428
19795.898438	-105.289482
19797.363281	-105.590363
19798.828125	-102.407303
19800.292969	-102.773987
19801.757812	-105.499695
19803.222656	-101.770546
19804.687500	-103.362961
19806.152344	-105.513924
19807.617188	-101.346703
19809.082031	-108.088150
19810.546875	-109.754311
19812.011719	-105.237785
19813.476562	-115.886497
19814.941406	-109.187019
19816.406250	-102.336922
19817.871094	-118.181793
19819.335938	-100.996506
19820.800781	-112.022804
19822.265625	-109.744934
19823.730469	-107.784142
19825.195312	-108.623192
19826.660156	-115.188881
19828.125000	-107.082764
19829.589844	-109.715927
19831.054688	-104.472137
19832.519531	-102.754684
19833.984375	-102.981163
19835.449219	-110.912613
19836.914062	-107.624649
19838.378906	-106.925308
19839.843750	-101.188026
19841.308594	-107.405724
19842.773438	-108.418449
19844.238281	-110.585541
19845.703125	-103.186356
19847.167969	-104.686058
19848.632812	-104.376923
19850.097656	-106.835350
19851.562500	-107.278084
19853.027344	-119.826393
19854.492188	-104.291969
19855.957031	-116.197273
19857.421875	-107.354271
19858.886719	-104.817955
19860.351562	-110.016396
19861.816406	-115.881790
19863.281250	-112.004807
19864.746094	-101.305206
19866.210938	-107.286919
19867.675781	-103.523155
19869.140625	-115.489471
19870.605469	-105.312050
19872.070312	-100.412476
19873.535156	-108.816566
19875.000000	-123.772552
19876.464844	-109.541260
19877.929688	-109.636177
19879.394531	-103.155266
19880.859375	-106.890434
19882.324219	-104.546928
19883.789062	-104.222183
19885.253906	-109.359184
19886.718750	-103.954994
19888.183594	-112.838516
19889.648438	-117.639374
19891.113281	-113.240204
19892.578125	-105.991737
19894.042969	-103.930931
19895.507812	-110.132622
19896.972656	-107.009850
19898.437500	-103.784683
19899.902344	-109.304115
19901.367188	-108.594650
19902.832031	-105.487923
19904.296875	-102.971558
19905.761719	-105.245804
19907.226562	-111.963181
19908.691406	-104.278297
19910.156250	-107.218742
19911.621094	-105.549423
19913.085938	-113.073227
19914.550781	-111.549149
19916.015625	-105.171440
19917.480469	-102.429543
19918.945312	-104.710739
19920.410156	-106.906975
19921.875000	-116.200600
19923.339844	-102.529610
19924.804688	-112.770729
19926.269531	-101.607819
19927.734375	-103.708244
19929.199219	-106.601105
19930.664062	-107.293228
19932.128906	-114.232979
19933.593750	-115.140015
19935.058594	-110.003937
19936.523438	-103.302422
19937.988281	-99.235016
19939.453125	-104.633545
19940.917969	-107.092972
19942.382812	-107.658249
19943.847656	-102.763016
19945.312500	-100.810394
19946.777344	-106.689224
19948.242188	-109.339386
19949.707031	-104.261932
19951.171875	-110.322983
19952.636719	-103.178352
19954.101562	-103.135826
19955.566406	-115.035767
19957.031250	-101.965813
19958.496094	-110.005783
19959.960938	-107.467148
19961.425781	-111.953812
19962.890625	-111.042427
19964.355469	-101.144081
19965.820312	-110.243767
19967.285156	-110.048210
19968.750000	-107.974457
19970.214844	-108.390602
19971.679688	-109.938774
19973.144531	-104.266296
19974.609375	-112.163162
19976.074219	-105.991364
19977.539062	-106.958427
19979.003906	-106.038322
19980.468750	-105.495064
19981.933594	-105.425766
19983.398438	-121.539368
19984.863281	-114.784187
19986.328125	-112.595619
19987.792969	-110.962769
19989.257812	-104.653923
19990.722656	-112.745163
19992.187500	-103.515465
19993.652344	-104.305656
19995.117188	-103.831383
19996.582031	-111.580956
19998.046875	-109.353691
19999.511719	-109.583694
20000.976562	-109.533806
20002.441406	-107.876305
20003.906250	-101.382919
20005.371094	-106.972038
20006.835938	-107.873459
20008.300781	-108.295807
20009.765625	-109.861526
20011.230469	-106.222939
20012.695312	-107.007362
20014.160156	-108.069633
20015.625000	-103.008118
20017.089844	-110.098694
20018.554688	-103.438988
20020.019531	-108.590637
20021.484375	-108.400040
20022.949219	-102.126503
20024.414062	-109.063416
20025.878906	-108.511566
20027.343750	-108.303246
20028.808594	-108.059128
20030.273438	-107.307411
20031.738281	-112.588966
20033.203125	-108.922417
20034.667969	-107.840538
20036.132812	-102.942451
20037.597656	-104.849205
20039.062500	-109.127411
20040.527344	-102.855515
20041.992188	-102.206451
20043.457031	-112.227890
20044.921875	-111.932968
20046.386719	-109.332848
20047.851562	-110.241890
20049.316406	-106.940712
20050.781250	-115.003204
20052.246094	-106.744423
20053.710938	-100.208481
20055.175781	-108.057930
20056.640625	-108.146774
20058.105469	-101.749748
20059.570312	-109.327583
20061.035156	-107.377724
20062.500000	-105.173973
20063.964844	-111.811417
20065.429688	-100.632324
20066.894531	-104.255493
20068.359375	-122.860939
20069.824219	-111.717201
20071.289062	-105.182480
20072.753906	-106.374916
20074.218750	-108.765099
20075.683594	-107.803932
20077.148438	-106.462265
20078.613281	-105.474785
20080.078125	-107.559753
20081.542969	-113.440353
20083.007812	-114.740028
20084.472656	-118.814827
20085.937500	-119.197876
20087.402344	-102.328354
20088.867188	-105.213470
20090.332031	-105.123672
20091.796875	-118.562363
20093.261719	-104.168465
20094.726562	-109.980270
20096.191406	-105.261490
20097.656250	-115.969467
20099.121094	-105.193436
20100.585938	-107.615829
20102.050781	-104.547935
20103.515625	-116.890381
20104.980469	-107.729263
20106.445312	-112.005539
20107.910156	-106.600403
20109.375000	-100.643478
20110.839844	-120.540741
20112.304688	-110.056549
20113.769531	-112.385284
20115.234375	-108.270119
20116.699219	-108.311630
20118.164062	-107.863167
20119.628906	-131.273621
20121.093750	-106.800430
20122.558594	-111.061493
20124.023438	-107.996223
20125.488281	-104.607704
20126.953125	-99.917648
20128.417969	-105.521912
20129.882812	-103.433212
20131.347656	-105.778130
20132.812500	-112.038994
20134.277344	-119.002792
20135.742188	-124.842010
20137.207031	-108.271713
20138.671875	-103.229012
20140.136719	-103.552505
20141.601562	-103.930046
20143.066406	-115.085152
20144.531250	-109.445511
20145.996094	-105.348549
20147.460938	-108.547699
20148.925781	-106.891953
20150.390625	-115.087646
20151.855469	-101.770599
20153.320312	-103.119637
20154.785156	-110.714432
20156.250000	-100.443573
20157.714844	-115.675652
20159.179688	-107.937752
20160.644531	-106.160492
20162.109375	-109.738937
20163.574219	-108.331215
20165.039062	-107.837692
20166.503906	-115.041237
20167.968750	-115.677834
20169.433594	-111.775162
20170.898438	-109.228439
20172.363281	-112.653687
20173.828125	-106.232117
20175.292969	-103.060349
20176.757812	-111.468735
20178.222656	-103.828621
20179.687500	-103.348801
20181.152344	-102.626022
20182.617188	-109.801582
20184.082031	-106.795921
20185.546875	-120.456863
20187.011719	-106.887474
20188.476562	-125.378555
20189.941406	-110.586884
20191.406250	-111.289864
20192.871094	-106.104523
20194.335938	-102.603439
20195.800781	-102.351173
20197.265625	-109.277031
20198.730469	-107.394592
20200.195312	-107.632233
20201.660156	-108.182343
20203.125000	-119.996887
20204.589844	-103.355560
20206.054688	-104.803261
20207.519531	-111.685776
20208.984375	-107.013245
20210.449219	-102.047401
20211.914062	-113.057922
20213.378906	-107.317924
20214.843750	-112.793442
20216.308594	-111.023064
20217.773438	-106.539497
20219.238281	-105.996429
20220.703125	-109.018547
20222.167969	-113.090004
20223.632812	-105.671432
20225.097656	-111.330475
20226.562500	-103.743942
20228.027344	-107.013641
20229.492188	-111.323715
20230.957031	-109.794472
20232.421875	-107.402924
20233.886719	-111.766487
20235.351562	-118.399338
20236.816406	-107.344826
20238.281250	-119.441010
20239.746094	-106.906723
20241.210938	-105.067398
20242.675781	-105.621498
20244.140625	-107.032318
20245.605469	-109.265015
20247.070312	-108.335625
20248.535156	-104.940735
20250.000000	-103.556747
20251.464844	-112.066414
20252.929688	-113.353798
20254.394531	-104.546165
20255.859375	-112.079979
20257.324219	-103.311356
20258.789062	-106.154900
20260.253906	-109.838806
20261.718750	-108.412880
20263.183594	-102.653465
20264.648438	-113.620888
20266.113281	-105.101456
20267.578125	-104.713997
20269.042969	-110.537323
20270.507812	-103.798302
20271.972656	-99.982216
20273.437500	-99.155960
20274.902344	-107.032845
20276.367188	-110.368828
20277.832031	-106.639267
20279.296875	-105.915764
20280.761719	-120.206009
20282.226562	-110.604454
20283.691406	-100.328293
20285.156250	-106.802010
20286.621094	-101.464951
20288.085938	-108.057594
20289.550781	-104.452759
20291.015625	-102.720818
20292.480469	-105.245613
20293.945312	-113.120178
20295.410156	-108.691185
20296.875000	-113.168335
20298.339844	-109.744209
20299.804688	-120.769699
20301.269531	-107.757172
20302.734375	-119.522675
20304.199219	-114.163811
20305.664062	-106.913795
20307.128906	-109.645592
20308.593750	-105.682877
20310.058594	-105.525764
20311.523438	-106.809326
20312.988281	-104.492439
20314.453125	-112.159683
20315.917969	-112.229225
20317.382812	-109.962738
20318.847656	-104.102081
20320.312500	-111.627121
20321.777344	-103.621635
20323.242188	-110.896629
20324.707031	-105.803261
20326.171875	-107.287987
20327.636719	-104.018234
20329.101562	-118.530746
20330.566406	-111.036728
20332.031250	-110.455940
20333.496094	-110.285187
20334.960938	-118.823479
20336.425781	-112.777809
20337.890625	-101.954704
20339.355469	-107.380890
20340.820312	-102.817154
20342.285156	-114.140038
20343.750000	-105.211205
20345.214844	-101.527199
20346.679688	-101.692276
20348.144531	-103.016472
20349.609375	-105.472466
20351.074219	-101.119102
20352.539062	-108.579422
20354.003906	-105.747337
20355.468750	-109.402702
20356.933594	-112.058212
20358.398438	-111.870880
20359.863281	-104.391418
20361.328125	-116.642296
20362.792969	-108.368164
20364.257812	-111.037117
20365.722656	-111.507736
20367.187500	-110.981186
20368.652344	-107.194229
20370.117188	-106.922417
20371.582031	-111.042984
20373.046875	-109.878807
20374.511719	-115.355339
20375.976562	-106.813889
20377.441406	-103.058884
20378.906250	-109.706787
20380.371094	-101.808723
20381.835938	-105.942955
20383.300781	-112.845665
20384.765625	-112.518486
20386.230469	-101.046844
20387.695312	-104.438499
20389.160156	-103.236748
20390.625000	-121.669914
20392.089844	-105.320198
20393.554688	-106.272163
20395.019531	-119.354912
20396.484375	-111.781631
20397.949219	-107.335419
20399.414062	-111.879311
20400.878906	-128.506149
20402.343750	-106.208794
20403.808594	-108.025421
20405.273438	-108.337563
20406.738281	-99.002365
20408.203125	-109.950043
20409.667969	-114.184464
20411.132812	-109.392197
20412.597656	-105.598595
20414.062500	-109.938385
20415.527344	-100.938904
20416.992188	-102.392738
20418.457031	-113.306572
20419.921875	-103.314819
20421.386719	-116.720238
20422.851562	-126.857681
20424.316406	-102.153336
20425.781250	-103.563255
20427.246094	-117.021889
20428.710938	-103.312691
20430.175781	-107.612892
20431.640625	-103.582115
20433.105469	-101.762207
20434.570312	-105.535393
20436.035156	-105.551865
20437.500000	-127.275909
20438.964844	-115.195938
20440.429688	-104.764450
20441.894531	-115.350967
20443.359375	-109.816299
20444.824219	-101.192421
20446.289062	-113.736443
20447.753906	-126.474159
20449.218750	-120.212540
20450.683594	-109.866379
20452.148438	-100.646317
20453.613281	-100.624626
20455.078125	-107.563850
20456.542969	-108.592873
20458.007812	-100.973221
20459.472656	-109.662590
20460.937500	-103.960823
20462.402344	-102.258492
20463.867188	-113.847794
20465.332031	-105.995354
20466.796875	-111.070442
20468.261719	-109.801628
20469.726562	-100.668785
20471.191406	-110.300186
20472.656250	-110.706902
20474.121094	-105.440361
20475.585938	-106.242180
20477.050781	-105.525398
20478.515625	-106.858749
20479.980469	-105.860054
20481.445312	-114.590164
20482.910156	-107.950951
20484.375000	-110.849861
20485.839844	-116.387909
20487.304688	-115.700714
20488.769531	-111.463028
20490.234375	-108.364616
20491.699219	-114.968704
20493.164062	-107.898048
20494.628906	-107.344780
20496.093750	-104.462685
20497.558594	-110.505074
20499.023438	-104.334938
20500.488281	-109.642769
20501.953125	-116.947777
20503.417969	-106.631737
20504.882812	-111.349670
20506.347656	-106.291496
20507.812500	-112.661537
20509.277344	-111.233322
20510.742188	-104.873749
20512.207031	-109.645523
20513.671875	-103.759293
20515.136719	-104.109482
20516.601562	-110.798759
20518.066406	-100.725006
20519.531250	-107.692863
20520.996094	-112.544373
20522.460938	-105.359833
20523.925781	-110.182236
20525.390625	-106.043762
20526.855469	-100.796417
20528.320312	-114.848930
20529.785156	-111.181252
20531.250000	-104.692841
20532.714844	-107.928352
20534.179688	-107.166023
20535.644531	-106.204811
20537.109375	-111.971100
20538.574219	-111.480400
20540.039062	-115.631622
20541.503906	-107.599823
20542.968750	-102.689690
20544.433594	-113.636131
20545.898438	-113.996590
20547.363281	-106.010956
20548.828125	-105.629837
